id,name,overall_score,weight,thickness,height,width,volume,resolution,pixel_density,screen_size,gorilla_glass_version,refresh_rate,luminance,contrast_ratio,gpu_clock_speed,ram_speed,cpu_speed,cpu_threads,megapixels__main_camera,megapixels__front_camera,pixel_size__main_camera,video_recording__main_camera,wide_aperture__main_camera,number_of_microphones,battery_power,download_speed,waterproof_depth_rating,ingress_protection__ip__rating,battery_life,directx_version,ram,maximum_light_sensitivity,response_time,lowest_potential_operating_temperature,maximum_operating_temperature,emojis_available,usb_version,openvg_version,upload_speed,field_of_view,floating_point_performance,gpu_memory_speed,front_end_width,pixel_rate,bits_executed_at_a_time,warranty_period,opengl_version,exposure_time,maximum_memory_bandwidth,opencl_version,opengl_es_version,internal_storage,semiconductor_size,power_on_delay,number_of_flash_leds,bluetooth_version,maximum_amount_of_external_memory_supported,antutu_benchmark_score,memory_bandwidth,minimum_focal_length,vfp_version,optical_zoom,wide_aperture__front_camera,geekbench_result,continuous_shooting_at_high_resolution,charge_time,movie_bitrate,included_sd_card__memory_size,maximum_focal_length,more_languages_supported,body_sar__us,head_sar__us,head_sar__eu,shutter_lag
473,Vivo NEX 3 5G,68,218.5g,9.4mm,167.4mm,76.1mm,119.75cm³,1080 x 2256px,363ppi,"6.89""",,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),64MP & 13MP & 13MP,16MP,1.8µm & 2.5µm & 2.2µm,2160 x 30fps,,2,4500mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Xiaomi Black Shark 2 Pro,68,205g,8.8mm,163.6mm,75mm,107.98cm³,1080 x 2340px,403ppi,"6.39""",,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),48MP & 12MP,20MP,0.8µm & 1µm,2160 x 60fps,f/2.2 & f/1.8,2,4000mAh,1200MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Huawei P10 32GB,68,145g,6.98mm,145mm,69.3mm,70.14cm³,1080 x 1920px,432ppi,"5.1""",5,,,,900MHz (HiSilicon Kirin 960),,4 x 2.36GHz & 4 x 1.84GHz (HiSilicon Kirin 960),,20MP & 12MP,8MP,,2160 x 30fps,f/2.2 & f/1.8,2,3200mAh,300MBits/s,,,,11.2 (HiSilicon Kirin 960),4GB,,,,,,,1.1 (HiSilicon Kirin 960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Huawei P10 Dual SIM,68,145g,6.98mm,145mm,69.3mm,70.14cm³,1080 x 1920px,432ppi,"5.1""",5,,,,900MHz (HiSilicon Kirin 960),,4 x 2.36GHz & 4 x 1.84GHz (HiSilicon Kirin 960),,20MP & 12MP,8MP,,2160 x 30fps,f/2.2 & f/1.8,2,3200mAh,300MBits/s,,,,11.2 (HiSilicon Kirin 960),4GB,,,,,,,1.1 (HiSilicon Kirin 960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Huawei P10,68,145g,6.98mm,145mm,69.3mm,70.14cm³,1080 x 1920px,432ppi,"5.1""",5,,,,900MHz (HiSilicon Kirin 960),,4 x 2.36GHz & 4 x 1.84GHz (HiSilicon Kirin 960),,20MP & 12MP,8MP,,2160 x 30fps,f/2.2 & f/1.8,2,3200mAh,300MBits/s,,,,11.2 (HiSilicon Kirin 960),4GB,,,,,,,1.1 (HiSilicon Kirin 960),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Asus Zenfone 4 Pro,68,175g,7.6mm,156.9mm,75.6mm,90.15cm³,1080 x 1920px,380ppi,"5.5""",,,,,710MHz (Qualcomm Snapdragon 835),1866MHz (Qualcomm Snapdragon 835),8 x 2.35GHz,8 (Qualcomm Snapdragon 835),12MP,8MP,1.4µm,2160 x 30fps,f/1.70,3,3600mAh,600MBits/s,,,17h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Oppo A5 (2020),68,195g,9.1mm,163.6mm,75.6mm,112.55cm³,720 x 1600px,270ppi,"6.5""",3,,,,,1866MHz (Qualcomm Snapdragon 665),4 x 2GHz & 4 x 1.8GHz (Qualcomm Snapdragon 665),8 (Qualcomm Snapdragon 665),12MP & 8MP & 2MP & 2MP,8MP,1.25µm & 1.12µm & 1.75µm & 1.75µm,2160 x 30fps,f/1.8 & f/2.25 & f/2.4 & f/2.4,2,5000mAh,400MBits/s,,,,12 (Qualcomm Snapdragon 665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Vivo iQOO Neo 855 Plus,68,198.5g,8.1mm,159.5mm,75.2mm,97.15cm³,1080 x 2340px,404ppi,"6.38""",,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),12MP & 8MP & 2MP,16MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,2,4500mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,3200 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Vivo IQOO Neo 855 Racing (128GB / 8GB RAM),68,198.5g,8.1mm,159.5mm,75.2mm,97.15cm³,1080 x 2340px,404ppi,"6.38""",,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),12MP & 8MP & 2MP,16MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,2,4500mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,3200 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Vivo iQOO Neo 855 Plus (128GB / 8GB RAM),68,198.5g,8.1mm,159.5mm,75.2mm,97.15cm³,1080 x 2340px,404ppi,"6.38""",,,,,,2133MHz (Qualcomm Snapdragon 855 Plus),1 x 2.96GHz & 3 x 2.42GHz & 4 x 1.8GHz (Qualcomm Snapdragon 855 Plus),8 (Qualcomm Snapdragon 855 Plus),12MP & 8MP & 2MP,16MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4,2,4500mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 855 Plus),,3200 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Meizu 16,68,152g,7.3mm,150.5mm,73.2mm,80.42cm³,1080 x 2160px,402ppi,"6""",,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),20MP & 12MP,20MP,1µm & 1.55µm,2160 x 30fps,f/1.8 & f/2.6,2,3010mAh,1024MBits/s,,,,,,,,0°C,35°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Meizu 16 (64GB / 6GB RAM),68,152g,7.3mm,150.5mm,73.2mm,,1080 x 2160px,402ppi,"6""",,,,,710MHz (Qualcomm Snapdragon 845),1866MHz (Qualcomm Snapdragon 845),4 x 2.8GHz & 4 x 1.77GHz (Qualcomm Snapdragon 845),8 (Qualcomm Snapdragon 845),20MP & 12MP,20MP,1µm & 1.55µm,2160 x 30fps,f/1.8 & f/2.6,2,3010mAh,1024MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Nokia 8.1,68,180g,7.97mm,154.8mm,75.76mm,93.47cm³,1080 x 2280px,408ppi,"6.18""",,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,13MP & 12MP,20MP,1.4µm,2160 x 30fps,f/1.80,2,3500mAh,300MBits/s,,,,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Nokia X7,68,180g,7.97mm,154.8mm,75.76mm,93.47cm³,1080 x 2280px,408ppi,"6.18""",,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,13MP & 12MP,20MP,1.4µm,2160 x 30fps,f/1.80,2,3500mAh,300MBits/s,,,,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Motorola Moto G7 Play,68,168g,8.09mm,148.71mm,71.5mm,,720 x 1512px,294ppi,"5.7""",3,,,,650MHz (Qualcomm Snapdragon 632),933MHz (Qualcomm Snapdragon 632),4 x 1.8GHz & 4 x 1.8GHz (Qualcomm Snapdragon 632),8 (Qualcomm Snapdragon 632),13MP,8MP,1.12µm,1080 x 30fps,f/2.00,2,3000mAh,300MBits/s (Qualcomm Snapdragon 632),,,40h,,,,,,,,,,,,0.12 TFLOPS (Qualcomm Snapdragon 632),650MHz (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Realme 6,68,191g,8.9mm,162.1mm,74.8mm,107.91cm³,1080 x 2400px,405ppi,"6.5""",3,,,,800MHz (MediaTek Helio G90T),2133MHz (MediaTek Helio G90T),2 x 2.05GHz & 6 x 2GHz (MediaTek Helio G90T),,64MP & 8MP & 2MP & 2MP,16MP,0.8µm & 1.12µm & 1.75µm & 1.75µm,1080 x 60fps,f/1.8 & f/2.3 & f/2.4 & f/2.4,2,4300mAh,300MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Realme 6 (128GB / 6GB RAM),68,191g,8.9mm,162.1mm,74.8mm,107.91cm³,1080 x 2400px,405ppi,"6.5""",3,,,,800MHz (MediaTek Helio G90T),2133MHz (MediaTek Helio G90T),2 x 2.05GHz & 6 x 2GHz (MediaTek Helio G90T),,64MP & 8MP & 2MP & 2MP,16MP,0.8µm & 1.12µm & 1.75µm & 1.75µm,1080 x 60fps,f/1.8 & f/2.3 & f/2.4 & f/2.4,2,4300mAh,300MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Realme 6 (64GB / 4GB RAM),68,191g,8.9mm,162.1mm,74.8mm,107.91cm³,1080 x 2400px,405ppi,"6.5""",3,,,,800MHz (MediaTek Helio G90T),2133MHz (MediaTek Helio G90T),2 x 2.05GHz & 6 x 2GHz (MediaTek Helio G90T),,64MP & 8MP & 2MP & 2MP,16MP,0.8µm & 1.12µm & 1.75µm & 1.75µm,1080 x 60fps,f/1.8 & f/2.3 & f/2.4 & f/2.4,2,4300mAh,300MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,TCL Plex,68,192g,7.99mm,162.2mm,76.56mm,99.22cm³,1080 x 2340px,395ppi,"6.53""",,,,,845MHz (Qualcomm Snapdragon 675),2000MHz (Qualcomm Snapdragon 675),2 x 2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 675),8 (Qualcomm Snapdragon 675),48MP & 16MP & 2MP,24MP,1.8µm & 2.4µm & 1.8µm,1080 x 30fps,f/0.8 & f/1 & f/2.9,2,3820mAh,400MBits/s,,,25h,12 (Qualcomm Snapdragon 675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Huawei Mate RS Porsche Design,68,183g,8.5mm,152.9mm,72.5mm,,1440 x 2880px,538ppi,"6""",,,,,,1600MHz (Huawei Kirin 970),4 x 2.4GHz & 4 x 1.8GHz (Huawei Kirin 970),8 (Huawei Kirin 970),40MP & 20MP & 8MP,24MP,,2160 x 30fps,f/2.4 & f/1.6,2,4000mAh,150MBits/s,,,25h,,6GB,102400 ISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,BQ Aquaris X2 (32GB / 3GB RAM),67,163g,8.25mm,150.7mm,72.3mm,,1080 x 2160px,428ppi,"5.65""",,,,,,1333MHz (Qualcomm Snapdragon 636),4 x 1.8GHz & 4 x 1.6GHz (Qualcomm Snapdragon 636),8 (Qualcomm Snapdragon 636),12MP & 5MP,8MP,,2160 x 30fps,f/1.80,2,3100mAh,300MBits/s,,,11h,12 (Qualcomm Snapdragon 636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,BQ Aquaris X2,67,163g,8.25mm,150.7mm,72.3mm,,1080 x 2160px,428ppi,"5.65""",,,,,,1333MHz (Qualcomm Snapdragon 636),4 x 1.8GHz & 4 x 1.6GHz (Qualcomm Snapdragon 636),8 (Qualcomm Snapdragon 636),12MP & 5MP,8MP,,2160 x 30fps,f/1.80,2,3100mAh,300MBits/s,,,11h,12 (Qualcomm Snapdragon 636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Oppo Reno3,67,181g,8mm,160.2mm,73.3mm,93.94cm³,1080 x 2400px,411ppi,"6.4""",6,,,,970MHz (MediaTek Helio P90),1866MHz (MediaTek Helio P90),6 x 2GHz & 2 x 2.2GHz (MediaTek Helio P90),,48MP & 13MP & 8MP & 2MP,32MP,0.8µm & 1µm & 1.12µm & 1.75µm,2160 x 30fps,f/1.8 & f/2.4 & f/2.2 & f/2.4,2,4025mAh,600MBits/s (MediaTek Helio P90),,,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Honor 9X (64GB / 6GB RAM),67,206g,8.8mm,163.1mm,77.2mm,110.8cm³,1080 x 2340px,391ppi,"6.59""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 8MP & 2MP,16MP,,1080 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4000mAh,600MBits/s,,,,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Honor 9X,67,206g,8.8mm,163.1mm,77.2mm,110.8cm³,1080 x 2340px,391ppi,"6.59""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 8MP & 2MP,16MP,,1080 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4000mAh,600MBits/s,,,,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Honor 9X (64GB / 4GB RAM),67,206g,8.8mm,163.1mm,77.2mm,110.8cm³,1080 x 2340px,391ppi,"6.59""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 8MP & 2MP,16MP,,1080 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4000mAh,600MBits/s,,,,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Huawei Nova 5,67,171g,7.3mm,157.4mm,74.8mm,85.95cm³,1080 x 2340px,403ppi,"6.39""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 16MP & 2MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4 & f/2.4,2,3500mAh,1400MBits/s (HiSilicon Kirin 810),,,18h,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Motorola One Macro,67,186g,9mm,157.6mm,75.4mm,,720 x 1520px,270ppi,"6.2""",,,,,900MHz (MediaTek Helio P70),1800MHz (MediaTek Helio P70),4 x 2.1GHz & 4 x 2GHz (MediaTek Helio P70),,13MP & 2MP & 2MP,8MP,1.12µm & 1.75µm & 1.75µm,1080 x 120fps,f/2 & f/2.2 & f/2.2,2,4000mAh,300MBits/s,,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Realme 6 Pro,67,202g,8.9mm,163.8mm,75.8mm,,1080 x 2400px,399ppi,"6.6""",5,,,,,1866MHz (Qualcomm Snapdragon 720G),2 x 2.3GHz & 6 x 1.8GHz (Qualcomm Snapdragon 720G),,64MP & 12MP & 8MP & 2MP,16MP & 8MP,0.8µm & 1µm & 1.12µm & 1.75µm,2160 x 30fps,f/1.8 & f/2.5 & f/2.3 & f/2.4,2,4300mAh,300MBits/s,,,,,8GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Sony Xperia XZ Dual,67,161g,8.1mm,146mm,72mm,,1080 x 1920px,424ppi,"5.2""",,,,,624MHz (Qualcomm Snapdragon 820 MSM8996),1866MHz (Qualcomm Snapdragon 820 MSM8996),4 x 2.15GHz,4 (Qualcomm Snapdragon 820 MSM8996),23MP,13MP,,2160 x 30fps,f/2.00,2,2900mAh,450MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Sony Xperia XZ,67,161g,8.1mm,146mm,72mm,85.15cm³,1080 x 1920px,424ppi,"5.2""",,,,,624MHz (Qualcomm Snapdragon 820 MSM8996),1866MHz (Qualcomm Snapdragon 820 MSM8996),4 x 2.15GHz,4 (Qualcomm Snapdragon 820 MSM8996),23MP,13MP,,2160 x 30fps,f/2.00,2,2900mAh,450MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Huawei Nova 5 Pro,67,171g,7.33mm,157.4mm,74.8mm,86.3cm³,1080 x 2340px,403ppi,"6.39""",,,,,720MHz (Huawei Kirin 980),2133MHz (Huawei Kirin 980),2 x 2.6GHz & 2 x 1.92GHz & 4 x 1.8GHz (Huawei Kirin 980),8 (Huawei Kirin 980),48MP & 16MP & 2MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4 & f/2.4,2,3500mAh,1400MBits/s (Huawei Kirin 980),,,18h,12 (Huawei Kirin 980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Motorola RAZR (2019),67,205g,6.9mm,172mm,72mm,85.45cm³,876 x 2142px,374ppi,"6.2""",,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,16MP,5MP,0.22µm,2160 x 30fps,f/1.70,4,2510mAh,800MBits/s (Qualcomm Snapdragon 710),,,24h,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Motorola Moto G7 Power (32GB / 3GB RAM),67,198g,9.4mm,160.83mm,76mm,114.9cm³,720 x 1570px,279ppi,"6.2""",3,,,,650MHz (Qualcomm Snapdragon 632),933MHz (Qualcomm Snapdragon 632),4 x 1.8GHz & 4 x 1.8GHz (Qualcomm Snapdragon 632),8 (Qualcomm Snapdragon 632),12MP,8MP,1.25µm,1080 x 30fps,f/2.00,2,5000mAh,300MBits/s (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,0.12 TFLOPS (Qualcomm Snapdragon 632),650MHz (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Motorola Moto G7 Power (64GB / 3GB RAM),67,198g,9.4mm,160.83mm,76mm,114.9cm³,720 x 1570px,279ppi,"6.2""",3,,,,650MHz (Qualcomm Snapdragon 632),933MHz (Qualcomm Snapdragon 632),4 x 1.8GHz & 4 x 1.8GHz (Qualcomm Snapdragon 632),8 (Qualcomm Snapdragon 632),12MP,8MP,1.25µm,1080 x 30fps,f/2.00,2,5000mAh,300MBits/s (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,0.12 TFLOPS (Qualcomm Snapdragon 632),650MHz (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Motorola Moto G7 Power,67,198g,9.4mm,160.83mm,76mm,114.9cm³,720 x 1570px,279ppi,"6.2""",3,,,,650MHz (Qualcomm Snapdragon 632),933MHz (Qualcomm Snapdragon 632),4 x 1.8GHz & 4 x 1.8GHz (Qualcomm Snapdragon 632),8 (Qualcomm Snapdragon 632),12MP,8MP,1.25µm,1080 x 30fps,f/2.00,2,5000mAh,300MBits/s (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,0.12 TFLOPS (Qualcomm Snapdragon 632),650MHz (Qualcomm Snapdragon 632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Samsung Galaxy Note 4 S-LTE,67,176g,8.5mm,153.5mm,78.6mm,,1440 x 2560px,515ppi,"5.7""",,,,,700MHz (Samsung Exynos 5433),1066MHz (Samsung Exynos 5433),8 x 1.9GHz,4 (Qualcomm Snapdragon 805),16MP,3.7MP,,2160 x 30fps,f/1.90,3,3220mAh,450MBits/s,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Samsung Galaxy Note 4 Duos,67,175g,8.5mm,153.5mm,78.6mm,,1440 x 2560px,515ppi,"5.7""",,,,,500MHz (Qualcomm Snapdragon 805),800MHz (Qualcomm Snapdragon 805),4 x 2.65GHz (Qualcomm Snapdragon 805),4 (Qualcomm Snapdragon 805),16MP,3.7MP,,2160 x 30fps,f/1.90,3,3000mAh,150MBits/s,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Samsung Galaxy Note 4,67,176g,8.5mm,153.5mm,78.6mm,,1440 x 2560px,515ppi,"5.7""",,,,,500MHz (Qualcomm Snapdragon 805),800MHz (Qualcomm Snapdragon 805),4 x 2.65GHz (Qualcomm Snapdragon 805),4 (Qualcomm Snapdragon 805),16MP,3.7MP,,2160 x 30fps,f/1.90,3,3220mAh,150MBits/s,,,,,,,,,,,,,,,,,,4.8 GPixel/s (Qualcomm Snapdragon 805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Huawei Nova 5i Pro,67,178g,8.3mm,156.1mm,73.9mm,95.75cm³,1080 x 2340px,412ppi,"6.26""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 8MP & 2MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4 & f/2.4,2,4000mAh,1400MBits/s (HiSilicon Kirin 810),,,,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Huawei Nova 5i Pro (256GB / 8GB RAM),67,178g,8.3mm,156.1mm,73.9mm,95.75cm³,1080 x 2340px,412ppi,"6.26""",,,,,850MHz (HiSilicon Kirin 810),4266MHz (HiSilicon Kirin 810),2 x 2.27GHz & 6 x 1.88GHz (HiSilicon Kirin 810),,48MP & 8MP & 2MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.4 & f/2.4,2,4000mAh,1400MBits/s (HiSilicon Kirin 810),,,,12 (HiSilicon Kirin 810),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,HTC 10 Lifestyle,67,161g,9mm,145.9mm,71.9mm,94.41cm³,1440 x 2560px,564ppi,"5.2""",4,,,,,933MHz (Qualcomm Snapdragon 652),8 x 1.8GHz,,12MP,5MP,1.55µm,2160 x 30fps,f/1.80,3,3000mAh,450MBits/s,,,27h,,3GB,,,,,,,,,,,,,,128 (Qualcomm Snapdragon 652),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Xiaomi Mi CC9 (64GB / 6GB RAM),67,,8.7mm,156.8mm,74.5mm,101.63cm³,1080 x 2340px,403ppi,"6.39""",5,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,48MP & 8MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4030mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Xiaomi Mi CC9,67,,8.7mm,156.8mm,74.5mm,101.63cm³,1080 x 2340px,403ppi,"6.39""",5,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,48MP & 8MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4030mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Xiaomi Mi CC9 Meitu Edition,67,,8.7mm,156.8mm,74.5mm,101.63cm³,1080 x 2340px,403ppi,"6.39""",5,,,,800MHz (Qualcomm Snapdragon 710),1866MHz (Qualcomm Snapdragon 710),2 x 2.2GHz & 6 x 1.7GHz (Qualcomm Snapdragon 710),,48MP & 8MP & 2MP,32MP,,2160 x 30fps,f/1.8 & f/2.4 & f/2.4,2,4030mAh,600MBits/s,,,,12 (Qualcomm Snapdragon 710),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Ulefone Armor 7E,67,290g,13.6mm,165.9mm,,,1080 x 2340px,409ppi,"6.3""",,,,,970MHz (MediaTek Helio P90),1866MHz (MediaTek Helio P90),6 x 2GHz & 2 x 2.2GHz (MediaTek Helio P90),,48MP & 2MP & 2MP,16MP,,2160 x 30fps,f/1.7 & f/2.2 & f/2.2,2,5500mAh,600MBits/s,1.2m,,,,4GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Realme 6 Pro (64GB / 6GB RAM),67,202g,8.9mm,163.8mm,75.8mm,,1080 x 2400px,399ppi,"6.6""",5,,,,,1866MHz (Qualcomm Snapdragon 720G),2 x 2.3GHz & 6 x 1.8GHz (Qualcomm Snapdragon 720G),,64MP & 12MP & 8MP & 2MP,16MP & 8MP,0.8µm & 1µm & 1.12µm & 1.75µm,2160 x 30fps,f/1.8 & f/2.5 & f/2.3 & f/2.4,2,4300mAh,300MBits/s,,,,,6GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Nokia 7.2 (64GB / 4GB RAM),67,180g,8.25mm,159.92mm,75.15mm,99.15cm³,1080 x 2280px,400ppi,"6.3""",3,,,,,1866MHz (Qualcomm Snapdragon 660),4 x 2.2GHz & 4 x 1.84GHz (Qualcomm Snapdragon 660),8 (Qualcomm Snapdragon 660),48MP & 8MP & 5MP,20MP,,2160 x 30fps,f/1.8 & f/2.2 & f/2.2,2,3500mAh,400MBits/s,,,,11.1 (Qualcomm Snapdragon 660),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
